Country,Year,Liver,Kidney,TBL,Melanoma,Leukemia,Breast,Prostate,Thyroid,Bladder,Uterine ,Ovarian ,Cervical ,NHlymphoma ,Pancreatic,CR,Electricity_Access,C02_Damage,NR_Depletion,Forest_Depletion,Emission_Damage,Expenditure,GDP,Continent,Final_Expenditure,Inflation,Renewable_Energy,C02_Annual,Income,Life_Expectancty,Population,Regime,Rural,NR_Rents,Urban,Regions
10,2010,2392,492,6743,157,3195,6732,2723,479,911,375,1264,3047,1538,1496,3662,55.26,1.379718715,0.797797052,0.298944707,1.275788442,79.18997615,115279000000.0,1,5.075325836,8.126676392,41.0746994,53.992,1,69.881,147575433.0,1,69.538,1.13125583533956,30.462,0
10,2011,2420,497,6793,158,3113,6883,2724,476,918,382,1330,3057,1532,1534,3691,59.6,1.357478748,1.13554562,0.283942702,1.192900893,79.37791633,128638000000.0,1,5.097446688,11.39516516,39.47409821,56.556,1,70.256,149273134.0,1,68.775,1.62703048810369,31.225,0
10,2012,2486,513,6873,162,3081,7191,2752,483,924,397,1421,3161,1554,1613,3775,65.41366577,1.453007121,1.17909286,0.231069236,1.106239314,78.77623737,133356000000.0,1,5.039342518,6.217504221,38.63600159,60.691,1,70.606,151005733.0,1,68.007,1.59788917193553,31.993,0
10,2013,2605,536,7143,169,3099,7436,2934,498,971,413,1507,3225,1606,1720,3981,61.5,1.384940925,0.880403153,0.165650889,1.025613619,77.96390563,149990000000.0,1,5.116131642,7.530406409,38.69960022,61.782,1,70.93,152761413.0,1,67.238,1.16840392186465,32.762,0
10,2014,2742,567,7609,176,3150,7712,3177,519,1041,433,1601,3288,1684,1871,4291,62.4,1.345965523,0.870902784,0.158035482,0.957745139,77.91005767,172885000000.0,1,5.337520757,6.991638892,37.28649902,65.979,2,71.231,154517385.0,1,66.465,1.11840714535922,33.535,0
10,2015,2858,591,7875,182,3183,8096,3307,535,1078,453,1701,3387,1739,1983,4502,74.44007874,1.356811657,0.757866629,0.172084617,0.892513012,77.84152986,195079000000.0,1,5.404240381,6.19428023,34.21630096,72.835,2,71.514,156256287.0,1,65.692,0.934311292312108,34.308,0
10,2016,3012,627,8298,191,3254,8523,3552,560,1146,479,1821,3510,1828,2146,4831,75.92,1.292177704,0.489486744,0.179049529,0.8378933,75.02225074,221415000000.0,1,5.892488152,5.513525727,33.53620148,75.857,2,71.785,157977151.0,1,64.917,0.601728068583,35.083,0
10,2017,3206,676,8958,201,3355,8963,3908,593,1244,508,1943,3626,1947,2362,5288,88.0,1.309394971,0.474496227,0.135157365,0.777677604,74.67074856,249711000000.0,1,5.995839085,5.702070157,31.60320091,80.324,2,72.052,159685421.0,1,64.142,0.576675406503548,35.858,0
10,2018,3367,719,9468,211,3427,9442,4168,620,1314,535,2072,3750,2045,2550,5656,91.8,1.355874746,0.510576012,0.069199072,0.777677604,77.1652021,274039000000.0,1,6.356694772,5.543621395,30.70619965,85.719,2,72.32,161376713.0,1,63.368,0.60162957960818,36.632,0
11,2000,8,8,30,2,16,61,115,2,8,13,9,26,18,19,67,100.0,0.721163908,0.365938273,0.0,0.209444726,87.96208531,3059500000.0,3,13.53979408,2.435813035,14.31879997,1.152,0,,,2,66.173,,,3
11,2001,8,8,30,2,16,63,118,2,8,13,10,27,18,20,68,100.0,0.782700075,0.230836534,0.0,0.207072683,90.00818465,3054500000.0,3,13.77148469,2.577834904,12.56480026,1.186,3,77.362,272494.0,2,66.371,0.247193785761272,33.629,3
11,2002,8,8,32,2,17,65,123,2,9,14,11,27,19,22,74,100.0,0.811257678,0.187395475,0.0,0.210860573,88.66570095,3106500000.0,3,14.63866087,0.125249458,11.29870033,1.2,0,77.534,273423.0,2,66.569,0.206630360509108,33.431,3
11,2003,8,8,34,2,17,67,125,2,9,15,11,28,20,24,78,100.0,0.855773454,0.209527097,0.0,0.213995396,86.25019473,3209500000.0,3,19.33946098,1.619433198,9.947799683,1.245,3,77.682,274331.0,2,66.766,0.230273459061587,33.234,3
11,2004,8,9,35,2,18,69,129,2,9,15,12,28,20,25,82,99.99882507,0.847506474,0.254014513,0.0,0.200767903,89.39759036,3444500000.0,3,17.67019887,1.394422311,9.929900169,1.27,3,77.808,275283.0,2,66.963,0.279764568498916,33.037,3
11,2005,8,9,35,2,17,69,122,2,9,15,12,28,20,26,82,99.99047852,0.850951073,0.343065887,0.0,0.198326853,90.22777851,3819500000.0,3,16.69721168,6.082187295,9.907099724,1.319,3,77.915,276320.0,2,67.159,0.372366561512678,32.841,3
11,2006,8,9,36,2,17,70,122,2,10,15,13,28,21,27,84,100.0,0.84064182,0.412772785,0.0,0.202423397,83.30755305,4217500000.0,3,14.5074096,7.307662628,9.903100014,1.343,0,78.009,277475.0,2,67.354,0.436737154044661,32.646,3
11,2007,9,9,37,2,17,73,123,2,10,16,13,28,21,27,85,100.0,0.779339164,0.330667178,0.0,0.203732371,84.71027493,4674000000.0,3,13.01407681,4.034229829,9.710599899,1.363,0,78.097,278701.0,2,67.549,0.370571692301928,32.451,3
11,2008,9,9,37,2,18,75,123,2,10,16,14,29,21,28,87,100.0,0.956563914,0.458890776,0.0,0.20999179,88.87338245,4785000000.0,3,13.32206479,8.108108108,8.628600121,1.612,0,78.184,279946.0,2,67.744,0.489572150174057,32.256,3
11,2009,9,9,36,2,18,79,120,3,10,17,14,29,21,28,87,100.0,1.041575306,0.24444859,0.0,0.22600402,86.19233121,4465500000.0,3,15.85753331,3.643861893,9.402000427,1.597,0,78.272,281107.0,2,67.937,0.268697662863855,32.063,3
11,2010,10,10,37,2,18,81,122,3,10,17,14,29,22,29,90,100.0,0.954970024,0.342249488,0.0,0.223271287,93.19008278,4530000000.0,3,15.42587307,5.824218533,9.077500343,1.464,0,78.364,282131.0,2,68.13,0.374827428301588,31.87,3
11,2011,10,10,37,2,18,85,122,3,10,18,15,30,22,30,93,100.0,1.045850723,0.531229938,0.0,0.234647436,93.6771927,4657500000.0,3,15.4681095,9.432202402,4.658899784,1.516,0,78.456,282987.0,2,68.3,0.549823582838535,31.7,3
11,2012,10,10,38,2,19,86,123,3,11,18,15,30,22,31,93,100.0,1.029125163,0.494549166,0.0,0.223834827,92.47226898,4610000000.0,3,15.21504989,4.533347539,4.209499836,1.459,0,78.547,283698.0,2,68.447,0.54024819761205,31.553,3
11,2013,11,10,39,2,19,86,127,3,11,18,15,31,23,32,97,100.0,1.044177986,0.461344909,0.0,0.247774219,93.82922493,4677000000.0,3,14.79091084,1.81410436,3.508699894,1.438,0,78.633,284294.0,2,68.571,0.50416739005367,31.429,3
11,2014,11,11,40,2,19,88,132,3,11,18,16,31,23,33,99,100.0,0.93803133,0.399314192,0.0,0.234057481,93.19598637,4696500000.0,3,14.34750346,1.769503221,3.433599949,1.263,0,78.717,284825.0,2,68.672,0.450744868381083,31.328,3
11,2015,11,11,41,2,20,90,136,3,12,19,16,31,24,34,102,100.0,0.968482816,0.158906403,0.0,0.244148906,90.33187487,4715000000.0,3,13.63574443,-1.112789925,3.178299904,1.262,0,78.801,285327.0,3,68.751,0.184925551806437,31.249,3
11,2016,12,11,42,2,20,91,141,3,12,19,16,32,24,35,104,100.0,0.994550362,0.115659043,0.0,0.250430215,89.1835352,4830000000.0,3,13.42812215,1.281928131,3.501699924,1.285,0,78.888,285798.0,3,68.807,0.137143974443617,31.193,3
11,2017,12,12,43,2,20,92,147,3,12,20,16,32,25,36,107,100.0,0.994298816,0.187661463,0.0,0.245410754,89.3186601,4978000000.0,3,12.15559863,4.66018464,5.161099911,1.171,0,78.981,286229.0,3,68.841,0.211111582210169,31.159,3
11,2018,12,12,45,2,21,94,156,3,13,20,17,33,25,38,111,100.0,0.998806888,0.276339175,0.0,0.245410754,90.35908483,5086500000.0,3,11.81674826,3.673814104,5.835599899,1.207,0,79.081,286640.0,3,68.853,0.310389540203822,31.147,3
12,2000,248,527,4603,183,790,1573,835,91,556,328,586,623,186,813,2732,100.0,7.875781038,1.360121723,0.0,0.304352368,76.3891261,12738912134.0,2,19.47853029,168.6202359,5.643700123,54.877,2,,,1,30.027,,,2
12,2001,265,548,4677,195,803,1608,887,90,565,349,577,650,205,831,2829,100.0,8.317776641,1.080025291,0.0,0.322558991,79.17714811,12354820144.0,2,21.55276827,61.13493316,6.253900051,54.968,2,68.5073170731707,9928549.0,1,29.542,2.09369413463956,70.458,2
12,2002,320,590,4568,210,802,1568,891,93,590,365,586,662,240,878,2796,100.0,7.261180617,0.931909359,0.0,0.343385446,80.52053883,14594249023.0,2,21.02929418,42.53754813,6.518899918,55.078,2,68.0560975609756,9865548.0,1,29.061,1.78047099052012,70.939,2
12,2003,341,595,4285,214,767,1486,887,92,576,347,570,628,252,853,2633,100.0,6.296591035,0.895041039,0.0,0.320061118,78.50965956,17827791321.0,2,21.37930469,28.39783991,6.24630022,56.485,2,68.5536585365854,9796749.0,1,28.585,1.74251866101439,71.415,2
12,2004,354,612,4144,221,768,1465,887,96,545,335,575,612,265,862,2556,100.0,5.537711001,0.919371104,0.0,0.296274625,74.32959005,23144351852.0,2,20.60317892,18.10824249,6.27120018,60.076,2,68.9560975609756,9730146.0,1,28.113,1.77391184849715,71.887,2
12,2005,378,656,4177,232,787,1450,905,103,549,332,587,591,294,898,2538,100.0,4.558066376,0.967298007,0.0,0.297767248,72.77318338,30207567317.0,2,20.78531239,10.33887945,6.825200081,61.367,2,68.8512195121951,9663915.0,1,27.646,1.73066710322742,72.354,2
12,2006,386,643,3959,237,760,1417,925,100,513,313,571,591,308,897,2462,100.0,4.122310884,0.962878784,0.0,0.277959493,70.68288191,36954312354.0,2,19.20736246,6.997129035,7.193099976,64.157,2,69.4048780487805,9604924.0,1,27.184,1.69016235453491,72.816,2
12,2007,393,630,3666,237,732,1382,928,97,478,295,561,579,320,881,2342,100.0,3.463789604,0.856288413,0.0,0.259977864,70.33426542,45277399814.0,2,18.52317648,8.426752735,7.273600101,63.57,3,70.2073170731707,9560953.0,1,26.727,1.5493450803657,73.273,2
12,2008,410,652,3699,245,720,1354,958,99,464,281,557,574,335,926,2375,100.0,2.804356155,0.895223433,0.0,0.256058822,68.48220367,60763483146.0,2,16.52497712,14.83787648,7.080200195,65.695,3,70.4560975609756,9527985.0,1,26.274,1.53473822937951,73.726,2
12,2009,425,689,3702,251,718,1393,982,107,463,276,558,579,356,971,2340,100.0,3.375014543,0.54413582,0.0,0.281445584,72.30949397,50874078052.0,2,16.10007087,12.94565634,7.387599945,61.403,3,70.4073170731707,9506765.0,1,25.828,1.09486088091363,74.172,2
12,2010,438,710,3858,259,708,1410,1016,108,475,265,572,573,375,1045,2555,100.0,3.207890176,0.714036667,0.0,0.289616633,71.66645744,57222490769.0,2,16.02139549,7.735748043,7.295700073,63.156,3,70.4048780487805,9490583.0,1,25.328,1.34016836968738,74.672,2
12,2011,443,705,3855,266,720,1435,1024,106,451,264,550,595,384,1081,2685,100.0,3.162179533,1.002726256,0.0,0.285689612,62.15388371,61757788945.0,2,13.44835555,53.22869831,7.518499851,62.107,3,70.5536585365854,9473172.0,1,24.812,1.74129173199537,75.188,2
12,2012,410,648,3417,244,652,1293,972,97,413,227,519,540,348,991,2485,100.0,3.047013654,0.901854642,0.0,0.240054156,61.61831807,65685102555.0,2,13.56669729,59.21973602,7.241600037,63.008,3,71.9658536585366,9464495.0,1,24.303,1.81588103930506,75.697,2
12,2013,411,643,3309,246,645,1291,980,96,398,210,514,545,355,1003,2538,100.0,2.798606195,0.712680134,0.0,0.236569845,64.68616951,75527984234.0,2,13.42981131,18.31226104,6.96999979,63.743,3,72.4707317073171,9465997.0,1,23.801,1.48320474894787,76.199,2
12,2014,409,646,3312,246,632,1270,997,95,395,203,510,535,356,1022,2560,100.0,2.767788939,0.592907366,0.0,0.224239145,66.58145451,78813839984.0,2,13.75426955,18.11955435,6.691999912,63.084,3,72.9707317073171,9474511.0,1,23.307,1.33665545333043,76.693,2
12,2015,398,654,3316,242,624,1236,1006,94,400,204,483,511,338,1023,2560,100.0,3.755206786,0.345054843,0.0,0.213870918,67.79910891,56454734397.0,2,14.92176438,13.53448976,6.823999882,58.633,3,73.6243902439025,9489616.0,1,22.819,1.15305642525745,77.181,2
12,2016,392,668,3358,243,627,1254,1015,95,406,208,492,510,335,1046,2609,100.0,4.59970904,0.308990901,0.0,0.205001095,70.16292957,47722657821.0,2,15.65314011,11.83658077,6.734499931,60.285,3,73.8268292682927,9501534.0,1,22.339,1.27332454456424,77.661,2
12,2017,386,686,3460,246,636,1269,1032,96,416,213,500,510,335,1079,2676,100.0,4.128112069,0.405800026,0.0,0.192238143,70.10880563,54726595249.0,2,15.65284326,6.031837252,7.288599968,60.743,3,74.1292682926829,9498264.0,1,21.866,1.5729066322624,78.134,2
12,2018,378,694,3462,247,637,1282,1029,95,414,218,509,508,333,1092,2682,100.0,3.942518043,0.419376701,0.016761901,0.192238143,69.29276314,60031262269.0,2,15.73949249,4.872302206,7.219799995,61.872,3,74.1756097560976,9483499.0,1,21.405,1.72988519764888,78.595,2
13,2000,568,694,7216,280,982,2916,2165,101,1018,312,831,314,861,1505,3826,100.0,0.882119779,0.000178982,0.000156141,0.083120052,73.35238345,236205000000.0,2,21.04019715,2.544517762,1.443799973,126.735,0,,,3,2.871,,,2
13,2001,550,714,7145,283,966,2870,2180,98,1008,311,824,307,855,1486,3800,100.0,0.922072235,0.0,0.0,0.081356482,73.71909649,236541000000.0,2,21.31360634,2.469258231,1.580500007,126.085,0,77.9731707317073,10286570.0,3,2.81399999999999,0.0210152514602181,97.186,2
13,2002,543,728,7141,286,955,2873,2206,96,1009,315,814,303,856,1497,3846,100.0,0.826595024,0.0,0.0,0.076350639,73.67515212,257158000000.0,2,22.13888154,1.645214362,1.681300044,126.879,0,78.0756097560976,10332785.0,3,2.759,0.0237523012210342,97.241,2
13,2003,525,737,7011,289,913,2845,2232,93,990,313,799,298,859,1459,3836,100.0,0.73265072,0.000798885,0.000798885,0.076170731,73.67782811,317382000000.0,2,22.48437234,1.588964,1.888700008,128.275,0,78.1292682926829,10376133.0,3,2.70399999999999,0.0217406711003483,97.296,2
13,2004,528,739,6968,291,898,2791,2261,93,990,313,790,293,831,1446,3804,100.0,0.655238737,0.000736681,0.000736681,0.071059073,72.43879028,368537000000.0,2,22.19721265,2.097283112,2.022000074,128.805,0,78.8780487804878,10421137.0,3,2.65000000000001,0.0158928280889647,97.35,2
13,2005,539,744,6929,295,895,2769,2275,93,1019,316,756,289,824,1472,3807,100.0,0.646005793,0.00091413,0.00091413,0.074851271,72.28232963,385571000000.0,2,22.09399763,2.781432637,2.458800077,125.662,0,78.9804878048781,10478617.0,3,2.59699999999999,0.0156728025031747,97.403,2
13,2006,556,741,6799,298,891,2701,2291,93,987,316,758,287,808,1482,3737,100.0,0.63413575,0.001265869,0.001265869,0.068921105,71.98696608,407918000000.0,2,21.93878853,1.791207701,2.822299957,123.906,0,79.380487804878,10547958.0,3,2.54600000000001,0.0177619165747705,97.454,2
13,2007,584,739,6757,302,917,2691,2284,95,985,326,751,291,801,1524,3724,100.0,0.558634033,0.00096249,0.00096249,0.069393735,71.26156332,470324000000.0,2,21.61589482,1.8230563,3.337899923,120.496,0,79.7829268292683,10625700.0,3,2.495,0.0190973511858148,97.505,2
13,2008,626,690,6516,291,969,2587,2305,98,957,340,728,295,756,1562,3607,100.0,0.530163553,0.0,0.0,0.068239851,73.39043751,515224000000.0,2,22.66614469,4.489444205,3.905299902,120.203,0,79.6804878048781,10709973.0,3,2.44499999999999,0.0184376170782119,97.555,2
13,2009,663,763,7154,324,988,2732,2271,103,1063,343,777,301,826,1698,3826,100.0,0.55901714,0.0,0.0,0.071930629,75.56474852,481346000000.0,2,24.19191348,-0.053145674,4.827300072,107.743,0,80.0341463414634,10796493.0,3,2.39700000000001,0.0173854750677323,97.603,2
13,2010,704,788,7486,339,1030,2806,2278,106,1154,346,767,303,855,1842,3911,100.0,0.644618749,0.0,0.0,0.071233126,75.17076743,480952000000.0,2,23.73268609,2.189299204,5.824800014,114.561,0,80.1829268292683,10895586.0,3,2.349,0.0193045954420712,97.651,2
13,2011,746,786,7700,352,1086,2851,2244,109,1184,350,782,308,878,1935,3961,100.0,0.569131221,0.000701571,0.000701571,0.068454509,75.59205868,522646000000.0,2,24.04942657,3.532082107,6.630099773,105.046,0,80.5853658536585,11038264.0,3,2.30200000000001,0.0192966767210208,97.698,2
13,2012,784,804,7975,362,1144,2877,2240,112,1232,353,800,309,904,2036,4055,100.0,0.581954397,0.000558389,0.000558389,0.063886885,76.24712339,496181000000.0,2,24.30335286,2.839663434,7.758999825,102.429,0,80.3853658536585,11106932.0,3,2.256,0.0186391884928727,97.744,2
13,2013,815,814,8072,374,1193,2915,2246,111,1247,360,810,311,923,2108,4081,100.0,0.589451507,0.001753264,0.001753264,0.058615595,76.77395133,521643000000.0,2,24.31276726,1.11309594,8.092900276,102.674,0,80.5878048780488,11159407.0,3,2.211,0.019350124219199,97.789,2
13,2014,835,812,8023,374,1203,2856,2247,109,1249,356,818,305,920,2118,4005,100.0,0.576763485,0.001384073,0.001384073,0.052893582,76.04501005,534678000000.0,2,24.23389585,0.340002833,9.124799728,96.811,0,81.2878048780488,11209057.0,3,2.167,0.0200143575123267,97.833,2
13,2015,857,815,7996,377,1238,2914,2283,111,1267,365,792,310,944,2179,4081,100.0,0.736940195,0.001254267,0.001254267,0.05005954,74.95403183,462150000000.0,2,23.61508745,0.561429153,9.376099586,100.981,0,80.9926829268293,11274196.0,3,2.124,0.0195316787345126,97.876,2
13,2016,862,819,7906,375,1238,2871,2314,110,1259,363,785,305,936,2167,4050,100.0,0.724541994,0.001279791,0.001279791,0.046997941,74.55358274,475740000000.0,2,23.26203662,1.973852647,9.206899643,99.807,0,81.4390243902439,11331422.0,3,2.081,0.0200320955902374,97.919,2
13,2017,861,823,7858,373,1228,2871,2382,110,1265,363,786,305,936,2164,4129,100.0,0.711115183,0.00104988,0.00104988,0.047366286,74.50976868,501523000000.0,2,23.03246309,2.12597086,9.637999535,99.456,0,81.4926829268293,11375158.0,3,2.039,0.0165874465194868,97.961,2
13,2018,861,833,7848,373,1231,2894,2452,111,1277,367,790,306,942,2179,4220,100.0,0.686215702,0.000511953,0.000511953,0.047366286,74.7773802,543411000000.0,2,23.02623476,2.053164999,10.6626997,100.208,0,81.5951219512195,11427054.0,3,1.999,0.0189338645597239,98.001,2
14,2000,5,3,20,1,7,9,25,0,3,3,2,16,3,7,13,79.0,0.94370443,0.001282222,0.0,0.5898183,86.99743815,832072464.7,3,12.90820879,,34.55260086,0.396,2,,,4,54.602,,,3
14,2001,4,3,19,1,7,9,25,0,3,3,2,17,3,7,13,80.2023468,1.083141845,6.87e-05,0.0,0.563939546,91.40867795,868358727.5,3,13.14480506,,29.60840034,0.447,2,69.04,255068.0,4,54.619,0.274368160183667,45.381,3
14,2002,4,3,19,1,7,9,24,0,3,3,2,17,3,7,13,81.06098175,1.016747629,0.000178977,0.0,0.52484708,93.17208154,925197971.5,3,14.42113178,,31.19300079,0.432,3,69.272,262387.0,4,54.636,0.285941252551064,45.364,3
14,2003,4,3,19,1,7,10,25,0,3,4,2,18,4,8,13,81.91015625,1.015755598,0.000247412,0.0,0.484569055,92.52141228,983575615.2,3,14.72215319,,30.17499924,0.432,3,69.511,269428.0,4,54.653,0.276574824482854,45.347,3
14,2004,4,3,20,1,8,10,26,1,3,4,2,18,4,8,14,82.74869537,0.925146524,0.0,0.0,0.468435376,89.44931707,1051386576.0,3,14.04460798,,32.0177002,0.392,3,69.749,276516.0,4,54.67,0.244951284502951,45.33,3
14,2005,4,3,20,1,8,11,27,1,3,4,2,18,4,9,14,83.57556152,0.992081786,0.002296402,0.0,0.445351838,86.84691907,1102564880.0,3,14.60250991,,31.01280022,0.421,3,69.998,283798.0,4,54.687,0.287265144355377,45.313,3
14,2006,5,3,21,1,8,11,28,1,3,4,2,19,4,10,15,90.98853086,1.001063265,2.932912018,0.0,0.418751956,80.71061837,1210603727.0,3,14.25614217,,36.80160141,0.443,3,70.286,291338.0,4,54.704,3.24674738607121,45.296,3
14,2007,5,3,22,1,8,12,28,1,3,4,2,20,4,10,16,85.20799255,1.101071318,4.065977169,0.0,0.414298433,81.93002146,1271598045.0,3,15.26111091,,32.31069946,0.476,3,70.636,299031.0,4,54.721,4.2117993105489,45.279,3
14,2008,5,3,22,1,8,12,28,1,3,4,3,19,4,10,16,86.02586365,0.985497469,6.191407561,0.0,0.380914618,81.05681892,1351338649.0,3,15.57338566,,34.06290054,0.436,2,71.059,306822.0,4,54.738,6.19687962147446,45.262,3
14,2009,5,3,23,1,8,12,29,1,3,4,3,20,4,11,17,86.85315704,1.320131339,3.428976858,0.0,0.356916824,86.90054914,1317309446.0,3,16.14106523,,29.18020058,0.517,2,71.541,314655.0,4,54.755,3.72350602648287,45.245,3
14,2010,5,4,24,1,9,13,29,1,4,5,3,21,4,11,18,89.91722437,1.242413863,5.056707508,0.0,0.366725577,86.54119348,1377177083.0,3,16.1776397,,32.92869949,0.539,2,72.057,322465.0,4,54.772,5.35392143482049,45.228,3
14,2011,6,4,25,1,9,14,31,1,4,5,3,22,5,12,18,91.68173599,1.314356889,6.505109914,0.0,0.35318942,86.3178096,1460797903.0,3,15.70117691,,44.35599899,0.557,2,72.57,330236.0,4,54.772,6.94195996009594,45.228,3
14,2012,6,4,25,1,9,15,32,1,4,5,3,22,5,12,19,90.98912048,1.055480465,4.338897757,0.0,0.354373553,85.13325449,1522897506.0,3,15.44279241,,50.07450104,0.451,3,73.044,338001.0,4,54.754,4.83640768252908,45.246,3
14,2013,6,4,27,1,9,15,34,1,4,5,3,23,5,12,20,91.16732788,1.136066599,2.924246079,0.0,0.354355671,86.42679039,1579411253.0,3,15.52805923,,40.99000168,0.476,3,73.452,345707.0,4,54.718,3.55602682960634,45.282,3
14,2014,7,4,28,1,9,16,35,1,4,5,3,24,5,13,21,91.37887573,1.09238774,1.964953272,0.0,0.348206584,84.86456898,1667335061.0,3,15.32374705,,40.23770142,0.469,3,73.782,353366.0,4,54.665,2.64798416715622,45.335,3
14,2015,7,4,30,1,10,16,38,1,4,5,4,24,5,14,22,91.8,1.236819115,0.694538034,0.0,0.342667456,85.351606,1721700991.0,3,15.79229022,,32.72639847,0.641,3,74.034,360926.0,4,54.594,1.2080477922006,45.406,3
14,2016,7,5,31,1,10,16,39,1,5,6,4,25,6,14,23,93.21820831,1.226629085,0.498496378,0.0,0.348186609,89.36758178,1789304088.0,3,16.85115129,,35.40999985,0.608,3,74.219,368399.0,4,54.505,1.04813266558239,45.495,3
14,2017,8,5,33,1,10,17,41,1,5,6,4,26,6,15,24,94.18984222,1.256780738,0.802655186,0.0,0.339348311,85.05409452,1858529677.0,3,16.63621929,,41.20339966,0.616,3,74.365,375775.0,4,54.399,1.34504205637826,45.601,3
14,2018,8,5,35,1,11,18,43,1,5,6,4,27,6,16,26,91.72,1.351238288,1.252232988,0.0,0.339348311,84.50963275,1915899787.0,3,17.75293966,,40.11629868,0.612,3,74.496,383071.0,4,54.276,1.71920538810287,45.724,3
15,2000,177,34,254,10,164,206,237,8,82,28,32,340,111,83,163,21.5398941,0.848356987,1.353971327,1.279050451,3.350173609,90.1291241,3519991440.0,0,8.08059451,4.165404423,70.2928009,1.574,1,,,2,61.667,,,6
15,2001,176,35,263,10,169,212,248,8,81,29,33,348,111,87,168,21.9,0.965203177,1.310783025,1.260823145,3.240269783,90.76728372,3666222634.0,0,8.083390197,3.984295478,66.85769653,1.79,1,55.668,7076728.0,2,61.35,3.17231537801926,38.65,6
15,2002,174,38,275,10,180,218,262,8,81,30,35,357,113,93,175,23.4730835,1.01042035,1.471158364,1.416445777,3.218084996,89.48149413,4194342689.0,0,7.786332661,2.489162355,64.04190063,2.053,1,56.025,7295400.0,2,60.964,3.40441330693303,39.036,6
15,2003,174,39,285,10,186,224,271,9,80,31,36,366,115,98,180,24.42607117,0.93235739,1.847685358,1.832848805,3.176873806,89.16384396,5349258093.0,0,8.8288176,1.487242461,61.7344017,2.328,1,56.436,7520556.0,2,60.464,4.18451425328563,39.536,6
15,2004,175,42,294,10,197,232,281,9,80,33,38,375,118,104,186,25.36841774,0.899889353,1.427212723,1.426929345,3.147969949,87.65727832,6190270377.0,0,8.809467805,0.873890831,60.69490051,2.481,1,56.887,7750003.0,2,59.961,3.13103978949936,40.039,6
15,2005,176,44,302,11,203,239,291,9,80,34,39,383,120,110,192,26.29910088,0.849753757,1.428706528,1.428276897,3.110751378,90.04260559,6567654959.0,0,8.991073644,5.364520858,59.19520187,2.367,1,57.355,7982223.0,2,59.457,3.04730613023191,40.543,6
15,2006,179,47,313,11,210,248,306,9,81,35,41,393,123,118,200,27.9,1.354454823,1.508543231,1.507200355,3.018291702,90.78537927,7034111316.0,0,9.666734707,3.782176965,57.30730057,3.711,1,57.817,8216893.0,2,58.951,3.05147281437129,41.049,6
15,2007,182,49,321,11,216,257,313,9,81,36,43,404,126,125,206,28.13915253,1.424655972,1.827292523,1.826255749,2.87458756,88.65121586,8169048375.0,0,9.568485256,1.298068133,54.49060059,4.32,1,58.255,8454790.0,2,58.442,3.63171245166112,41.558,6
15,2008,187,51,337,12,223,269,331,10,83,38,45,419,130,132,216,29.0608387,1.213663712,1.888033039,1.886896042,2.7958783,89.75349626,9787734517.0,0,10.23358845,7.947298761,54.76210022,4.255,1,58.654,8696915.0,2,57.931,3.66352392229694,42.069,6
15,2009,193,53,354,12,234,285,346,10,85,40,47,438,135,139,227,29.99194527,1.330735842,1.97447932,1.973083188,2.826724738,89.98098066,9738626510.0,0,11.28862086,0.896072356,52.83240128,4.508,1,59.009,8944713.0,2,57.42,3.71782233095838,42.58,6
15,2010,200,56,368,13,244,299,361,11,87,41,49,456,141,146,236,34.2,1.532546364,1.880724331,1.878806492,2.854591071,89.67866885,9535345011.0,0,11.21186949,2.207835325,47.19290161,4.939,1,59.318,9199254.0,2,56.907,3.42233006971996,43.093,6
15,2011,207,59,385,13,254,315,378,11,87,43,52,475,146,154,247,36.9,1.412387101,1.952643383,1.949704349,2.82608048,89.05515899,10693321370.0,0,11.02354197,2.704239077,48.69639969,4.887,1,59.59,9460829.0,2,56.392,3.47876903315436,43.608,6
15,2012,212,62,398,14,263,329,391,11,88,44,54,491,151,160,256,38.4,1.347143744,2.276164494,2.273496369,2.785282397,87.66695722,11141358106.0,0,11.12830074,6.744682533,50.32960129,4.639,1,59.842,9729254.0,2,55.875,3.91643001416052,44.125,6
15,2013,218,63,413,14,269,342,407,12,89,46,56,504,154,166,266,34.65625,1.308766872,2.079565413,2.07796583,2.62338089,85.19719143,12517845128.0,0,11.04223423,0.428888889,51.96649933,4.883,1,60.092,10004594.0,3,55.358,3.51561852901866,44.642,6
15,2014,223,63,426,14,272,357,418,12,90,47,59,519,158,173,275,34.1,1.368066489,2.24591106,2.244681051,2.481411314,83.14900387,13284527850.0,0,10.18019708,-0.548757551,51.0489006,5.217,1,60.345,10286839.0,3,54.834,3.70461529956937,45.166,6
15,2015,228,67,438,15,283,369,431,12,91,49,61,529,163,180,283,29.62,1.866815646,2.630943825,2.591731751,2.562574463,86.58354441,11388160997.0,0,11.41138015,0.218785924,49.94319916,6.076,1,60.608,10575962.0,2,54.305,4.30429950775059,45.695,6
15,2016,234,70,452,15,291,387,443,13,92,50,64,547,169,189,293,37.08368683,1.984901644,2.805241986,2.767375664,2.544586736,83.50131259,11821065852.0,0,10.28081876,-0.794050174,45.42409897,6.74,1,60.885,10872072.0,2,53.771,4.4562401978182,46.229,6
15,2017,242,72,471,16,298,407,461,13,95,52,68,566,175,200,306,34.5,2.032187873,2.664783944,2.596353722,2.465099019,83.10498517,12701655846.0,0,10.47898429,1.769412474,45.38010025,7.425,1,61.174,11175192.0,2,53.232,4.13667546312134,46.768,6
